Id;Player;Team;Timestamp;Pass Start;Pass End
230703734;P. Cutrone;Milan;2.67;0;0
230703735;L. Biglia;Milan;5.04;0;0
230703736;D. Calabria;Milan;7.59;0;0
230703737;L. Bonucci;Milan;11.3;0;0
230703738;A. Romagnoli;Milan;19.72;0;0
230703739;L. Biglia;Milan;20.6;0;0
230703757;Bruno Peres;Roma;22.43;0;0
230703760;K. Strootman;Roma;23.37;0;0
230703740;G. Donnarumma;Milan;29.22;0;0
230703741;A. Romagnoli;Milan;31.38;0;0
230703742;L. Biglia;Milan;32.5;0;0
230703746;A. Romagnoli;Milan;54.09;0;0
230703747;L. Bonucci;Milan;60.82;0;0
230703769;F. Fazio;Roma;83.68;0;0
230703771;A. Kolarov;Roma;89.21;0;0
230703772;F. Fazio;Roma;91.4;0;0
230703773;K. Manolas;Roma;95.23;0;0
230703774;Bruno Peres;Roma;97.21;0;0
230703775;K. Manolas;Roma;102.15;0;0
230703777;Alisson;Roma;104.52;0;0
230703778;L. Pellegrini;Roma;108.68;0;0
230703753;R. Rodr\u00edguez;Milan;119.02;0;0
230703754;A. Romagnoli;Milan;126.7;0;0
230703755;R. Rodr\u00edguez;Milan;130.75;0;0
230703756;F. Kessi\u00e9;Milan;133.28;0;0
230703758;P. Cutrone;Milan;135.15;0;0
230703761;Suso;Milan;138.64;0;0
230703795;K. Strootman;Roma;214.9;0;0
230703797;A. Kolarov;Roma;220.22;0;0
230703798;F. Fazio;Roma;225.13;0;0
230703799;K. Manolas;Roma;228.88;0;0
230703800;Bruno Peres;Roma;230.08;0;0
230703802;C. \u00dcnder;Roma;233.47;0;0
230703783;P. Cutrone;Milan;236.59;0;0
230703806;C. \u00dcnder;Roma;239.21;0;0
230703809;F. Fazio;Roma;244.12;0;0
230703811;A. Kolarov;Roma;250.76;0;0
230703784;L. Biglia;Milan;251.85;0;0
230703813;P. Schick;Roma;259.39;0;0
230703814;A. Kolarov;Roma;262.09;0;0
230703815;F. Fazio;Roma;264.54;0;0
230703816;A. Kolarov;Roma;267.15;0;0
230703817;F. Fazio;Roma;270.62;0;0
230703818;Alisson;Roma;275.08;0;0
230703819;K. Manolas;Roma;278.53;0;0
230703820;Alisson;Roma;286.18;0;0
230703791;L. Biglia;Milan;293.3;0;0
